image_file,xmin,ymin,xmax,ymax
1476963.jpg,11,116,1017,471
1588715.jpg,7,195,1274,595
1764575.jpg,17,157,1253,590
1706712.jpg,8,129,1175,567
2119508.jpg,12,181,1195,564
0747565.jpg,53,218,938,507
1463710.jpg,83,196,825,444
2129930.jpg,13,214,1178,569
1299189.jpg,13,138,1018,482
1613947.jpg,46,121,1057,611
0925056.jpg,18,75,1268,621
1764574.jpg,10,178,1268,602
2123710.jpg,18,202,1191,582
1294569.jpg,16,168,1015,499
1120190.jpg,25,85,1012,534
1592597.jpg,10,144,1271,600
2077215.jpg,23,162,1152,552
2118961.jpg,18,125,1188,592
2114113.jpg,21,221,1183,554
0709986.jpg,2,1,1020,643
1945975.jpg,5,200,1181,599
1922017.jpg,9,97,1191,670
1072281.jpg,96,195,909,472
1253784.jpg,13,152,1010,510
2123565.jpg,16,227,1187,593
1592497.jpg,17,151,1268,648
1321941.jpg,0,4,1023,685
1552593.jpg,5,4,1020,746
2142088.jpg,9,201,1192,590
1372357.jpg,18,165,1183,559
0737605.jpg,16,84,987,565
1088454.jpg,23,96,1011,520
1946049.jpg,19,174,1186,582
1588720.jpg,7,169,1269,620
1271461.jpg,0,151,1016,603
1810600.jpg,575,284,996,513
1987430.jpg,15,239,1186,502
0691271.jpg,48,210,1013,471
0141433.jpg,24,209,885,455
1725766.jpg,7,116,1011,549
2118953.jpg,15,243,1189,544
2118959.jpg,17,189,1184,565
1987891.jpg,6,227,1013,457
1601611.jpg,11,207,1277,666
1596394.jpg,5,224,1273,670
1927269.jpg,21,183,1006,492
1251380.jpg,5,220,1271,589
0780680.jpg,14,106,1021,386
1379035.jpg,47,227,1003,483
0681458.jpg,54,185,980,499
1120498.jpg,44,260,685,494
0874281.jpg,451,249,1079,494
1257110.jpg,11,130,1015,500
1768791.jpg,5,155,1005,504
1351642.jpg,12,291,1225,650
1601717.jpg,10,217,1273,654
1376226.jpg,9,244,1269,588
1401767.jpg,7,180,1019,448
1824489.jpg,6,225,984,528
1371565.jpg,8,216,1270,634
1842075.jpg,8,206,1015,533
1807897.jpg,138,323,770,481
1133481.jpg,333,253,740,447
1416499.jpg,78,96,931,280
1808795.jpg,97,141,798,597
2118958.jpg,12,249,1189,609
1418311.jpg,81,150,925,493
0465507.jpg,72,124,928,578
1804604.jpg,382,383,836,484
1093671.jpg,27,210,1011,501
1349217.jpg,6,253,1274,608
1722177.jpg,43,136,1033,543
1889550.jpg,4,173,1018,455
1088408.jpg,11,197,1009,464
1931272.jpg,20,155,1004,500
1377656.jpg,88,192,969,474
2123736.jpg,9,150,1188,580
1243068.jpg,36,74,945,648
1378673.jpg,52,231,1013,475
0218835.jpg,34,254,987,554
1415519.jpg,556,398,938,581
1596391.jpg,9,253,1274,677
1118097.jpg,31,221,1039,506
1357182.jpg,13,36,1018,676
2132115.jpg,41,179,1150,594
1231945.jpg,10,181,1017,487
1818391.jpg,6,188,1015,477
1119461.jpg,39,157,1008,552
1784221.jpg,4,134,1021,529
0286125.jpg,75,178,887,478
1254668.jpg,6,248,1270,593
1112805.jpg,494,259,674,355
2038744.jpg,232,318,637,404
1113294.jpg,430,215,802,329
1795164.jpg,7,235,1014,529
1817155.jpg,194,120,548,318
1807128.jpg,8,213,1016,542
1588716.jpg,8,113,1273,673
1592595.jpg,7,254,1267,599
0871496.jpg,135,233,1070,528
1349340.jpg,9,244,1272,591
0874976.jpg,47,249,800,530
1082464.jpg,43,69,946,664
1085151.jpg,10,213,1185,615
1764706.jpg,7,242,1270,588
1230192.jpg,16,178,1008,507
1846016.jpg,3,168,1021,500
1600188.jpg,305,278,634,390
1254669.jpg,5,248,1273,591
1895220.jpg,6,120,1015,530
1125696.jpg,112,265,1004,450
1596392.jpg,6,205,1271,656
1811384.jpg,85,296,388,421
1564413.jpg,11,257,1275,650
1283304.jpg,47,189,570,314
1131594.jpg,37,219,954,517
1369990.jpg,30,199,980,483
0440195.jpg,135,415,610,562
1307362.jpg,9,181,1019,491
1373011.jpg,27,202,997,483
1592610.jpg,7,199,1271,606
1889546.jpg,7,184,1018,525
0218834.jpg,25,262,994,551
1736210.jpg,3,227,1017,508
2132449.jpg,13,235,1175,550
0890438.jpg,18,162,1013,475
1115087.jpg,112,114,983,647
1741835.jpg,6,221,1013,516
1120136.jpg,53,121,595,531
0896698.jpg,18,99,1011,631
1895222.jpg,3,171,1020,459
0440929.jpg,87,254,458,461
1601716.jpg,6,225,1273,680
0885290.jpg,20,176,999,520
1320915.jpg,14,164,1187,566
2057965.jpg,10,157,1142,558
1451428.jpg,9,123,1457,746
0757651.jpg,19,150,1010,494
1385076.jpg,20,91,1009,510
1724036.jpg,8,121,1189,545
1616391.jpg,16,206,1484,767
1198138.jpg,92,228,959,505
0994752.jpg,10,147,1013,570
1258577.jpg,18,14,1022,705
0154349.jpg,66,218,979,530
1158249.jpg,13,100,1008,488
1973254.jpg,12,150,1187,568
2044258.jpg,13,72,1003,535
0550495.jpg,1,107,981,490
1382002.jpg,21,237,1585,771
1795562.jpg,13,135,1187,547
1479680.jpg,6,113,1016,482
0973382.jpg,32,196,1520,757
1943176.jpg,8,158,1192,566
1046884.jpg,17,122,1572,779
1889569.jpg,6,144,1010,496
0990061.jpg,18,134,1021,537
1725769.jpg,7,173,1178,575
1158575.jpg,17,135,993,511
1154703.jpg,12,93,1022,556
1024161.jpg,46,118,1020,479
1236365.jpg,25,210,1589,789
1311585.jpg,2,90,749,681
1216468.jpg,35,157,971,513
1046908.jpg,3,6,1021,681
2139321.jpg,20,123,1006,460
1026503.jpg,12,103,990,491
1743336.jpg,11,120,1011,499
1412287.jpg,0,28,1021,659
1943159.jpg,11,145,1192,559
1201875.jpg,13,144,989,480
1846142.jpg,3,192,1020,494
1330443.jpg,4,112,1017,464
1283645.jpg,15,160,1267,595
1560576.jpg,5,147,1274,589
1753611.jpg,7,164,1186,597
1095664.jpg,25,210,1494,732
1906084.jpg,16,107,1005,506
1158825.jpg,15,139,1007,497
1418775.jpg,10,150,1017,485
1795170.jpg,13,153,1191,602
1521239.jpg,1,4,1022,680
1938067.jpg,25,146,1064,554
2036174.jpg,10,117,1018,476
1676596.jpg,10,193,1187,625
2035396.jpg,9,129,1253,663
0468262.jpg,64,118,1007,473
1993814.jpg,0,1,1198,782
1223416.jpg,30,142,1565,757
0781154.jpg,67,102,974,493
2127863.jpg,5,148,1186,565
2104253.jpg,30,143,995,484
2097519.jpg,4,148,1189,562
2266334.jpg,8,169,1007,519
1355813.jpg,2,3,1020,677
2090707.jpg,10,123,1011,633
1531944.jpg,9,221,1583,779
2223316.jpg,10,81,1016,553
2119147.jpg,5,129,1021,470
1361455.jpg,23,239,1587,804
1425610.jpg,46,175,1024,515
1013061.jpg,16,149,1197,603
1144107.jpg,34,182,1012,501
1714324.jpg,8,157,1183,576
0547519.jpg,1,163,934,523
1943366.jpg,7,150,1192,569
1364327.jpg,9,99,1016,460
1296886.jpg,15,261,1586,803
1346589.jpg,21,116,1007,474
0741747.jpg,39,116,992,499
0081864.jpg,27,131,875,436
1228462.jpg,22,156,1578,770
0841849.jpg,53,191,1004,581
0848170.jpg,183,102,1020,582
1716407.jpg,14,147,1192,583
0945365.jpg,15,147,1006,521
1864276.jpg,33,182,996,465
2127942.jpg,6,174,1186,595
1942913.jpg,16,119,1010,464
1194597.jpg,19,195,1567,779
1686427.jpg,9,155,1189,602
1236413.jpg,15,140,1583,778
1355436.jpg,17,269,1570,804
1209677.jpg,8,121,1014,505
2178627.jpg,26,197,1280,647
1931136.jpg,19,124,1010,508
0948003.jpg,31,129,1002,509
0927431.jpg,15,143,1011,482
1907482.jpg,6,122,1191,572
1626934.jpg,18,243,1571,777
0440127.jpg,70,186,1195,581
1824515.jpg,11,137,1017,507
1778960.jpg,12,108,1267,609
2137097.jpg,9,138,1187,556
1344015.jpg,25,161,1025,507
0753073.jpg,24,122,996,538
1344355.jpg,37,166,1017,521
0716336.jpg,7,124,993,481
0302922.jpg,70,132,888,430
1533873.jpg,16,81,1018,532
0085358.jpg,25,81,890,394
1062014.jpg,11,125,1014,479
2227042.jpg,9,103,1018,489
2173877.jpg,5,123,1019,537
1979060.jpg,9,143,1193,573
0759487.jpg,41,107,988,506
1256114.jpg,8,118,1012,466
1213100.jpg,41,128,1010,466
2123950.jpg,15,252,1186,633
2057396.jpg,6,101,1014,487
1626631.jpg,6,124,1196,577
0944920.jpg,40,250,1568,816
1062485.jpg,23,255,1544,795
0788136.jpg,71,13,1020,650
1601176.jpg,7,44,1019,475
1518449.jpg,7,78,1018,532
1792324.jpg,14,88,1005,479
0624127.jpg,11,224,566,450
0384439.jpg,119,180,1102,541
2213701.jpg,9,113,1173,600
0553608.jpg,1,98,992,478
1231578.jpg,38,90,1013,501
1898332.jpg,18,185,1581,808
1258704.jpg,11,144,1273,596
1031647.jpg,27,132,1018,544
2014377.jpg,7,97,1017,483
1390758.jpg,10,169,1013,510
2033054.jpg,8,46,1019,525
1183804.jpg,10,152,1022,534
1838164.jpg,13,86,1189,619
1774329.jpg,9,97,1015,491
1379513.jpg,8,74,986,487
1260868.jpg,5,155,1018,560
1154960.jpg,6,150,1187,564
1338550.jpg,38,176,1018,543
1498794.jpg,8,98,1019,489
1878591.jpg,6,47,1020,490
1686506.jpg,8,136,1190,617
1251098.jpg,8,25,1589,1048
1792325.jpg,19,89,1006,485
1543493.jpg,16,128,1256,643
1918575.jpg,27,107,1002,482
1291351.jpg,12,122,1023,579
1177940.jpg,35,159,1031,512
1386248.jpg,9,135,1018,488
1726555.jpg,12,142,1009,486
1843806.jpg,12,96,1182,640
1758584.jpg,23,84,1001,471
1582906.jpg,22,117,1013,544
1630527.jpg,9,97,1018,478
1870831.jpg,18,96,1007,460
0753075.jpg,44,138,989,537
0973100.jpg,11,149,991,543
1493116.jpg,10,111,1000,478
1550113.jpg,7,108,1185,566
0497638.jpg,5,149,990,497
1723914.jpg,10,179,1189,583
0233772.jpg,14,110,996,469
0458651.jpg,9,141,988,478
1126453.jpg,8,115,984,488
1677382.jpg,36,186,1061,559
1380293.jpg,13,152,1179,578
1391897.jpg,7,134,1271,600
0677164.jpg,27,183,1005,561
1362800.jpg,7,85,1015,463
1026502.jpg,5,123,1014,484
1187247.jpg,5,145,1017,506
1739524.jpg,16,154,1482,707
0822350.jpg,6,129,992,491
1707576.jpg,10,119,1190,597
2133749.jpg,9,160,1019,552
1935338.jpg,24,145,1183,559
1900832.jpg,6,176,1160,549
1323017.jpg,10,226,1570,813
1539226.jpg,7,151,1273,597
0550418.jpg,6,132,1178,614
1250052.jpg,8,130,989,482
0547319.jpg,6,124,1015,490
0299620.jpg,39,179,1043,540
2184367.jpg,22,151,1007,486
1231579.jpg,39,62,951,489
1611166.jpg,25,209,1485,779
1514209.jpg,7,233,1575,808
1353412.jpg,34,12,1022,680
2137164.jpg,12,127,1192,566
2176481.jpg,14,185,1147,549
0489925.jpg,51,160,997,620
1857537.jpg,10,93,1001,513
2045348.jpg,71,159,1040,574
1430016.jpg,15,139,1183,575
1062012.jpg,10,133,1007,486
0601504.jpg,16,143,1010,513
1206825.jpg,14,114,1015,499
1395373.jpg,20,128,1007,497
0134596.jpg,30,184,1021,431
2266079.jpg,16,309,1288,640
1133688.jpg,17,295,1459,634
0182731.jpg,31,206,1005,431
1541506.jpg,8,286,1364,604
0854311.jpg,25,406,1548,735
1253247.jpg,16,235,989,438
0706174.jpg,5,209,988,448
1611222.jpg,14,283,1489,696
1149050.jpg,12,216,990,461
0065294.jpg,203,357,536,441
1979428.jpg,4,165,1014,494
0136483.jpg,34,236,1000,467
1455403.jpg,14,291,1589,731
0900486.jpg,7,306,1582,702
1768889.jpg,4,244,1187,523
1358045.jpg,12,291,1589,730
1745719.jpg,12,218,994,435
1696063.jpg,11,181,1009,463
0980397.jpg,5,227,993,465
1146230.jpg,5,264,992,454
0716337.jpg,9,195,998,444
1296872.jpg,13,337,1587,752
1647702.jpg,10,235,1190,535
2213538.jpg,9,235,1195,514
0123337.jpg,31,193,1012,430
1220713.jpg,11,202,1008,467
1617994.jpg,10,99,1002,665
1448036.jpg,10,161,1391,703
0912143.jpg,1,230,1015,481
1429838.jpg,5,235,1189,509
1779674.jpg,10,201,1017,452
0136160.jpg,31,178,960,404
1283512.jpg,5,218,1011,490
0184352.jpg,26,168,932,382
1453506.jpg,14,294,1591,723
0717211.jpg,4,222,1017,520
1564786.jpg,22,329,1488,651
1934728.jpg,13,288,1189,542
0786971.jpg,23,236,1005,494
0337125.jpg,337,147,997,443
0907347.jpg,1,210,993,437
1529412.jpg,8,198,1020,457
1348803.jpg,14,229,991,507
0958618.jpg,100,163,984,477
0063925.jpg,26,127,782,312
0995426.jpg,7,220,995,450
0399871.jpg,43,201,1164,482
1840427.jpg,18,207,1010,438
1236355.jpg,21,317,1581,715
0485243.jpg,145,260,904,434
0487329.jpg,6,202,992,435
0573392.jpg,4,205,996,439
0074517.jpg,2,123,781,318
1394255.jpg,9,236,1010,447
2031381.jpg,10,234,1194,519
1115404.jpg,10,221,991,442
0066424.jpg,24,144,796,335
2166443.jpg,9,217,1016,507
0143377.jpg,8,194,986,418
0950402.jpg,5,230,988,461
1449580.jpg,8,212,1035,451
1772714.jpg,4,215,1014,475
2047534.jpg,16,222,1190,514
0134602.jpg,32,214,1022,471
1538518.jpg,9,198,1016,472
1674736.jpg,8,216,1190,577
0944174.jpg,4,202,994,439
2031390.jpg,9,242,1194,519
1149347.jpg,20,157,1020,489
1559632.jpg,7,160,1018,439
0716371.jpg,4,187,995,432
2192122.jpg,8,246,1195,536
2007888.jpg,9,223,1191,542
2243788.jpg,14,194,1014,455
0690072.jpg,11,203,1022,461
1288743.jpg,5,214,1012,452
1383360.jpg,11,251,1186,550
0065774.jpg,21,147,799,352
1457085.jpg,8,310,1583,700
0182735.jpg,9,201,990,422
1133885.jpg,7,159,1015,476
1294505.jpg,9,205,991,434
1012153.jpg,18,348,1564,729
0445612.jpg,4,195,995,467
1355825.jpg,4,183,1016,471
1014414.jpg,30,296,1573,709
1784301.jpg,13,175,1019,443
0879141.jpg,29,362,1571,715
0167074.jpg,52,329,995,531
0977335.jpg,10,243,992,451
1115393.jpg,8,217,995,444
1256682.jpg,4,216,1020,543
1351480.jpg,22,195,1003,462
1208469.jpg,7,237,1189,558
0675672.jpg,17,194,1022,531
0174903.jpg,16,254,995,476
0688081.jpg,7,203,987,437
0890795.jpg,16,165,1010,427
1281857.jpg,32,110,1022,564
2259848.jpg,14,84,1009,468
0618968.jpg,10,130,992,479
1382259.jpg,9,155,1270,623
1730963.jpg,15,95,1012,462
0069769.jpg,59,103,768,379
1286165.jpg,8,145,1013,472
0458625.jpg,34,112,994,494
1386629.jpg,12,138,1192,557
0694467.jpg,7,136,988,473
1578336.jpg,1,26,1021,620
1383407.jpg,11,153,1188,593
1252081.jpg,1,169,1022,628
0487379.jpg,12,155,996,493
0337282.jpg,15,129,990,486
0447439.jpg,29,164,988,578
1407349.jpg,11,149,1184,537
1117692.jpg,21,171,1558,758
0302868.jpg,84,227,935,521
0952377.jpg,1,59,1022,589
0467550.jpg,80,193,1121,563
0177659.jpg,38,118,986,474
0744239.jpg,6,148,996,476
2253229.jpg,12,146,1012,481
0688080.jpg,8,136,993,466
0497539.jpg,9,148,993,472
2259847.jpg,13,113,1016,461
1252312.jpg,11,200,1012,493
0384109.jpg,1,87,1198,634
1260869.jpg,7,197,1012,476
0233763.jpg,42,93,1002,460
1539458.jpg,9,175,1490,677
1290983.jpg,32,135,1006,519
1266357.jpg,4,118,1019,465
1891657.jpg,12,141,992,460
1298772.jpg,5,126,994,459
1741108.jpg,12,82,1385,660
0923501.jpg,11,145,989,507
0953561.jpg,2,19,1020,667
0454781.jpg,11,134,995,467
0561949.jpg,17,73,998,390
1036870.jpg,8,124,993,447
0697384.jpg,15,143,996,460
1036873.jpg,10,141,991,463
1519453.jpg,6,70,1014,491
1535955.jpg,1,38,1010,665
0115064.jpg,88,189,731,416
0127633.jpg,25,104,1002,478
0114438.jpg,33,98,776,356
0067031.jpg,35,95,774,346
1958825.jpg,7,146,1187,555
1620800.jpg,9,113,1013,416
1115299.jpg,5,125,996,464
1756560.jpg,17,103,1007,480
0136152.jpg,21,119,989,463
0225206.jpg,39,144,997,464
1124999.jpg,15,152,1577,694
0911624.jpg,22,229,1511,806
0550328.jpg,9,141,1009,518
1099957.jpg,19,131,993,491
0487362.jpg,9,148,996,496
1312101.jpg,14,2,1011,653
0066425.jpg,44,120,737,369
1693646.jpg,39,107,1020,491
0143349.jpg,57,146,980,462
1132238.jpg,7,134,993,483
0803547.jpg,6,124,988,473
0114414.jpg,66,80,749,305
1200336.jpg,17,126,1188,584
1945418.jpg,16,129,1014,477
0901515.jpg,10,120,988,522
0062695.jpg,37,75,773,335
0945011.jpg,3,134,1000,516
2097522.jpg,7,125,1194,530
1261342.jpg,0,141,523,502
1137745.jpg,14,152,1428,628
0576234.jpg,12,131,989,523
0812097.jpg,8,117,990,462
0257664.jpg,74,132,918,476
0945369.jpg,6,75,1010,664
1426513.jpg,13,144,1192,561
0939577.jpg,112,308,977,652
1117094.jpg,13,103,1183,524
1562161.jpg,7,123,1015,456
0663844.jpg,58,180,1217,574
1204728.jpg,1,7,1022,692
0927837.jpg,28,192,1484,767
1269007.jpg,2,14,1019,729
2175631.jpg,28,127,1000,479
0134595.jpg,36,110,985,470
1137703.jpg,4,118,1019,531
0856823.jpg,28,133,1250,632
2106315.jpg,9,152,1191,542
2142244.jpg,6,93,1195,537
0892223.jpg,29,100,986,436
0454779.jpg,9,111,997,506
0979614.jpg,9,133,990,507
1127319.jpg,3,79,1021,602
1879896.jpg,13,130,1190,538
0123332.jpg,30,130,956,464
1206350.jpg,4,122,1020,490
0845910.jpg,37,56,1022,619
2009533.jpg,26,231,1275,658
2243379.jpg,16,197,1193,598
2189987.jpg,8,177,1193,592
0329378.jpg,138,260,1196,612
0428259.jpg,2,209,1138,627
1704824.jpg,19,172,1009,488
1248148.jpg,15,320,1564,697
1313340.jpg,10,288,1582,745
1299601.jpg,6,24,1020,644
1207599.jpg,12,157,1016,524
1007850.jpg,26,219,1001,479
0418567.jpg,41,148,991,410
0507656.jpg,3,149,1008,433
1825883.jpg,20,146,1198,698
1204183.jpg,11,199,1193,546
2230925.jpg,23,234,1278,578
0064919.jpg,41,138,762,353
1681635.jpg,11,240,1482,759
0469133.jpg,0,31,1198,741
1560605.jpg,2,162,1021,460
1379781.jpg,9,43,1020,661
1591336.jpg,21,231,1007,487
1385467.jpg,5,193,1011,469
1044385.jpg,30,189,987,487
0807954.jpg,5,202,993,476
1000027.jpg,11,199,985,490
1385519.jpg,6,189,1011,462
0973166.jpg,6,197,992,470
1314535.jpg,16,205,1029,494
0842533.jpg,5,200,995,449
1323008.jpg,15,280,1587,752
0761965.jpg,6,194,987,466
1190655.jpg,3,199,1196,561
1822336.jpg,26,103,991,588
1997674.jpg,7,238,1190,598
1240934.jpg,22,234,1008,502
1099308.jpg,29,93,1197,667
1103350.jpg,15,282,1572,711
1521758.jpg,8,331,1589,755
1966168.jpg,14,237,1271,598
1107750.jpg,7,211,1182,546
0467450.jpg,12,188,982,445
2164771.jpg,13,224,1188,576
1261752.jpg,11,311,1486,663
1772014.jpg,8,225,1394,693
1152126.jpg,2,137,1020,559
0955770.jpg,26,279,1408,649
0192624.jpg,18,273,995,488
0167063.jpg,4,176,1002,439
0848172.jpg,2,158,1022,614
1626921.jpg,9,303,1578,742
0858585.jpg,21,135,1003,582
0078141.jpg,19,249,761,458
1558572.jpg,7,215,1020,474
2028343.jpg,6,241,1191,567
1409946.jpg,10,163,1018,436
1361692.jpg,1,116,1022,564
0517626.jpg,7,106,1013,441
0445578.jpg,10,205,992,485
1540816.jpg,18,81,1020,522
1725773.jpg,9,147,1019,453
0792175.jpg,13,179,993,510
0136150.jpg,17,250,955,557
2070659.jpg,29,251,1173,564
1640693.jpg,1,10,1022,676
1789443.jpg,11,162,1015,449
0062651.jpg,17,111,775,320
1092252.jpg,23,219,1560,711
1329309.jpg,5,179,1010,455
0143363.jpg,38,236,978,493
0443952.jpg,5,181,990,448
0989702.jpg,23,225,1578,738
0517893.jpg,102,189,925,479
1503577.jpg,15,142,1022,633
0394154.jpg,0,89,1199,671
1674735.jpg,5,251,1195,561
1129248.jpg,21,245,1575,731
1893205.jpg,11,255,1191,616
0483582.jpg,14,110,994,519
0870094.jpg,0,61,1020,629
1296002.jpg,18,210,1193,519
1053710.jpg,4,162,1020,507
0901157.jpg,13,267,1555,712
1521075.jpg,5,206,1197,540
0250112.jpg,39,255,971,545
0325518.jpg,0,134,682,561
0872249.jpg,3,135,1014,517
0872422.jpg,22,174,1013,459
0070035.jpg,1,156,777,358
2209492.jpg,30,59,1280,823
1596398.jpg,8,221,1275,565
2078845.jpg,1,129,1298,738
1148895.jpg,25,161,1019,490
0136191.jpg,14,160,986,427
0973158.jpg,8,194,992,468
0792288.jpg,8,235,992,494
0558296.jpg,3,155,1126,652
1163454.jpg,20,327,1451,658
0525838.jpg,4,154,991,467
1602047.jpg,23,80,1021,587
1824491.jpg,8,219,1019,496
0518626.jpg,48,289,1526,789
1332208.jpg,5,212,1014,475
0497788.jpg,8,197,992,435
1527708.jpg,13,318,1477,701
1875301.jpg,11,204,1190,606
1218932.jpg,12,287,1569,696
1315041.jpg,10,295,1588,742
1905772.jpg,10,169,1187,732
2003239.jpg,6,267,1189,552
1542797.jpg,12,282,1459,644
1025582.jpg,3,152,1015,456
1811490.jpg,1,18,1021,749
2226825.jpg,7,201,1020,464
1950531.jpg,11,233,1192,525
1619900.jpg,9,238,1181,531
1276405.jpg,8,272,1589,740
1543538.jpg,14,219,1203,526
0984408.jpg,24,198,987,469
2130585.jpg,11,226,1018,476
2238327.jpg,12,229,1189,535
1898513.jpg,33,214,1180,562
0782933.jpg,0,156,1000,502
1426606.jpg,12,239,1187,552
1524818.jpg,6,188,1014,463
1048552.jpg,28,156,1021,536
1337427.jpg,7,246,1192,548
0457845.jpg,8,182,993,453
1409998.jpg,5,124,1021,555
1251242.jpg,7,355,1513,650
2127891.jpg,4,221,1184,521
2101652.jpg,6,131,1020,573
0922757.jpg,16,316,1579,754
2006677.jpg,81,216,1061,482
0298506.jpg,42,178,928,427
1403152.jpg,10,55,1022,584
2088437.jpg,15,222,1191,511
1303402.jpg,26,222,1030,462
1182656.jpg,8,197,989,448
1158131.jpg,6,190,991,446
1004738.jpg,8,201,993,451
1310900.jpg,5,215,991,441
1291218.jpg,27,161,1031,525
1430003.jpg,13,228,1192,532
2140541.jpg,10,203,1022,469
1930872.jpg,9,223,1183,525
0774288.jpg,26,204,1023,513
0995282.jpg,4,205,991,455
0923416.jpg,13,173,1010,470
0422687.jpg,21,188,1163,572
0522910.jpg,6,189,995,471
1037466.jpg,4,163,1018,501
0318594.jpg,53,211,965,463
2101945.jpg,6,244,1195,546
2057960.jpg,3,207,1193,531
2168375.jpg,10,240,1015,480
1895036.jpg,9,196,1016,474
1823327.jpg,14,208,1004,471
2188615.jpg,10,245,1014,490
1951709.jpg,2,215,1016,458
1922919.jpg,16,204,1006,459
1233588.jpg,6,208,997,474
2075105.jpg,29,209,1082,477
1883938.jpg,2,220,1014,460
1028093.jpg,39,218,1013,475
0725232.jpg,44,150,1185,483
0708626.jpg,8,201,988,467
1051497.jpg,13,193,1012,467
2251068.jpg,1,1,1010,631
1413237.jpg,12,232,1185,536
1468794.jpg,9,230,1272,566
1365790.jpg,26,171,1024,488
2091951.jpg,6,213,1198,518
0864334.jpg,2,23,1022,662
1663304.jpg,13,314,1480,771
1210469.jpg,13,193,989,436
2127999.jpg,5,219,1194,539
2031510.jpg,7,231,1187,514
0880314.jpg,19,332,1569,693
1276526.jpg,11,294,1430,629
2097904.jpg,11,251,1191,536
1973455.jpg,9,245,1188,533
0440955.jpg,16,287,1229,595
1482189.jpg,43,183,1022,470
2054780.jpg,13,181,1010,435
1003022.jpg,3,161,1020,502
1318843.jpg,3,117,1021,434
1624196.jpg,6,243,1189,537
1311582.jpg,6,257,1169,530
2113229.jpg,5,188,1018,446
1083206.jpg,24,196,1027,481
2206143.jpg,10,234,1192,543
1877806.jpg,1,53,1198,762
1812931.jpg,8,160,1019,458
1800217.jpg,9,236,1195,538
1191244.jpg,63,204,996,505
1200888.jpg,68,248,1028,517
1173944.jpg,7,171,1014,538
2094893.jpg,25,173,999,428
1685202.jpg,10,255,1193,572
1449103.jpg,39,220,1068,513
0365250.jpg,27,226,1179,554
1645736.jpg,15,169,1001,459
2245399.jpg,10,146,1015,488
1158579.jpg,8,178,993,461
0918179.jpg,14,186,1006,491
1276727.jpg,14,43,1022,637
1311998.jpg,7,115,1019,492
1125617.jpg,17,200,991,458
1833904.jpg,10,199,1192,597
1163859.jpg,5,183,984,465
1081565.jpg,26,286,1574,749
1345040.jpg,32,206,1023,475
0755287.jpg,14,109,1012,470
1698699.jpg,12,158,1014,480
0851156.jpg,41,393,1530,781
1895474.jpg,10,221,1193,585
0492490.jpg,3,163,998,493
2088351.jpg,8,207,1176,526
1430027.jpg,11,195,1191,547
1354235.jpg,1,65,1019,642
1943356.jpg,9,185,1186,573
0391532.jpg,40,158,1196,669
1903311.jpg,3,65,1198,735
1195689.jpg,54,238,1054,547
2069535.jpg,10,169,1018,477
1425231.jpg,13,168,1008,477
1311421.jpg,5,251,1191,567
1244006.jpg,17,346,1574,709
1500676.jpg,8,176,1018,473
2170301.jpg,14,226,1185,572
1162893.jpg,4,183,1015,514
1565325.jpg,20,183,1010,503
1100739.jpg,32,224,1013,520
1980576.jpg,4,94,1002,479
0958065.jpg,11,207,992,472
1498679.jpg,14,147,1011,467
1244285.jpg,12,333,1586,712
1622762.jpg,4,211,1188,544
1054081.jpg,21,315,1566,750
1901003.jpg,26,156,1000,474
2180164.jpg,22,131,1000,467
1093824.jpg,42,190,992,453
2102999.jpg,5,165,1017,460
1173014.jpg,7,222,1188,547
1092415.jpg,12,204,1180,528
0696943.jpg,52,358,1568,779
0606801.jpg,49,193,960,508
0977899.jpg,16,138,1010,479
0497637.jpg,7,197,993,454
1985180.jpg,17,222,1179,547
1410102.jpg,9,301,1192,567
0994751.jpg,7,155,1011,511
2106207.jpg,7,192,1185,559
1410104.jpg,2,239,1189,561
0041419.jpg,0,64,968,729
1066524.jpg,19,201,1182,544
1111016.jpg,30,224,1571,709
1806237.jpg,4,196,1166,547
0764239.jpg,9,163,1016,520
0497639.jpg,7,205,995,475
1064717.jpg,11,199,1002,477
2023598.jpg,6,155,1016,463
0497894.jpg,4,172,962,460
2232991.jpg,24,133,1004,484
1362533.jpg,12,307,1568,774
1680778.jpg,5,147,1275,626
2234509.jpg,75,229,1120,555
1455400.jpg,8,327,1588,781
0072480.jpg,20,188,893,432
0805841.jpg,66,0,1021,632
1088415.jpg,15,228,1187,539
1700389.jpg,15,219,1009,491
0796442.jpg,6,201,994,471
0543870.jpg,13,167,1011,450
0514738.jpg,60,305,1555,707
0136240.jpg,309,151,883,356
1686317.jpg,1,57,1013,515
1113385.jpg,10,206,1014,472
0302209.jpg,54,230,995,487
0890827.jpg,30,190,1036,472
2136369.jpg,15,201,1191,538
2236389.jpg,109,170,1183,570
1385093.jpg,20,175,1004,489
1198329.jpg,27,164,1019,496
1030324.jpg,8,138,1016,484
2160088.jpg,9,188,1018,495
1857541.jpg,11,157,1006,514
1846144.jpg,8,194,1020,468
2099873.jpg,16,210,1186,532
1379818.jpg,37,178,999,479
1391858.jpg,6,200,1273,611
1425707.jpg,8,304,1587,744
0447806.jpg,8,184,993,463
1888254.jpg,6,235,1010,516
1614686.jpg,20,150,1017,486
2197895.jpg,12,197,1016,488
0869712.jpg,2,172,995,454
0795231.jpg,23,135,965,511
